VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-2.620678888113,0.002929402095,800331.01012997,0.000000000000,Intercept,v2024,HCUP 2021
FEMALE,1,-0.172774585662,0.003775880221,2093.7426607493,0.000000000000,Female,v2024,HCUP 2021
AGECAT9,1,-1.999822820647,0.004493348080,198081.04308170,0.000000000000,Age 40-44,v2024,HCUP 2021
AGECAT10,1,-1.798661222612,0.004334484506,172196.30730574,0.000000000000,Age 45-49,v2024,HCUP 2021
AGECAT11,1,-1.573258890088,0.004044155391,151336.86050620,0.000000000000,Age 50-54,v2024,HCUP 2021
AGECAT12,1,-1.306475354696,0.003806941263,117774.18050196,0.000000000000,Age 55-59,v2024,HCUP 2021
AGECAT13,1,-1.139848605215,0.003713760090,94203.416705610,0.000000000000,Age 60-64,v2024,HCUP 2021
AGECAT14,1,-1.054429771437,0.003779008024,77853.777765963,0.000000000000,Age 65-69,v2024,HCUP 2021
AGECAT15,1,-0.926140877285,0.003845383207,58006.258757915,0.000000000000,Age 70-74,v2024,HCUP 2021
AGECAT16,1,-0.621298114384,0.003999549859,24131.140089549,0.000000000000,Age 75-79,v2024,HCUP 2021
AGECAT17,1,-0.347399878609,0.004258719858,6654.2816533687,0.000000000000,Age 80-84,v2024,HCUP 2021
FAGECAT9,1,0.189568202309,0.006113177995,961.60541676560,0.000000000000,"Female,Age 40-44",v2024,HCUP 2021
FAGECAT10,1,0.163517908788,0.005892532823,770.06365815541,0.000000000000,"Female,Age 45-49",v2024,HCUP 2021
FAGECAT11,1,0.129026247417,0.005487200613,552.91001476580,0.000000000000,"Female,Age 50-54",v2024,HCUP 2021
FAGECAT12,1,0.053162999604,0.005159034613,106.18962100362,0.000000000000,"Female,Age 55-59",v2024,HCUP 2021
FAGECAT13,1,0.029440989376,0.005012982417,34.491528325742,0.000000004281,"Female,Age 60-64",v2024,HCUP 2021
FAGECAT14,1,0.021648221378,0.005091024801,18.081481668492,0.000021164991,"Female,Age 65-69",v2024,HCUP 2021
FAGECAT15,1,0.057767416948,0.005146852114,125.97446358951,0.000000000000,"Female,Age 70-74",v2024,HCUP 2021
FAGECAT16,1,0.061501557984,0.005330750961,133.10533030774,0.000000000000,"Female,Age 75-79",v2024,HCUP 2021
FAGECAT17,1,0.046753475467,0.005637313725,68.783360652302,0.000000000000,"Female,Age 80-84",v2024,HCUP 2021
