VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-7.689315397780,0.032065136861,57505.469582925,0.000000000000,Intercept,v2024,HCUP 2021
FEMALE,1,-0.161253216203,0.041379500802,15.186100745105,0.000097417837,Female,v2024,HCUP 2021
AGECAT1,1,0.794127989327,0.033084430932,576.14748226116,0.000000000000,Age 18-24,v2024,HCUP 2021
AGECAT2,1,0.797367641482,0.033428337719,568.96775234665,0.000000000000,Age 25-29,v2024,HCUP 2021
AGECAT3,1,0.770599792834,0.033429732684,531.36380499722,0.000000000000,Age 30-34,v2024,HCUP 2021
AGECAT4,1,0.743397021185,0.033515989221,491.96878600630,0.000000000000,Age 35-39,v2024,HCUP 2021
AGECAT5,1,0.782845182105,0.033549026726,544.49251635620,0.000000000000,Age 40-44,v2024,HCUP 2021
AGECAT6,1,0.768281572038,0.033677363718,520.43279767376,0.000000000000,Age 45-49,v2024,HCUP 2021
AGECAT7,1,0.755265041005,0.033612879854,504.87901465781,0.000000000000,Age 50-54,v2024,HCUP 2021
AGECAT8,1,0.727377318145,0.033626784063,467.89546783962,0.000000000000,Age 55-59,v2024,HCUP 2021
AGECAT9,1,0.576231778735,0.033927093827,288.47029024543,0.000000000000,Age 60-64,v2024,HCUP 2021
AGECAT10,1,0.422427151195,0.034606925090,148.99703392158,0.000000000000,Age 65-69,v2024,HCUP 2021
AGECAT11,1,0.253281445996,0.035705273044,50.320162716935,0.000000000001,Age 70-74,v2024,HCUP 2021
AGECAT12,1,0.269308866519,0.037613868309,51.263151840553,0.000000000001,Age 75-79,v2024,HCUP 2021
AGECAT13,1,0.244219375350,0.041050638363,35.393246604949,0.000000002694,Age 80-84,v2024,HCUP 2021
FAGECAT1,1,0.188433908138,0.042965291736,19.234574392723,0.000011560066,"Female,Age 18-24",v2024,HCUP 2021
FAGECAT2,1,0.025881590349,0.043670870795,0.351235346279,0.553414662204,"Female,Age 25-29",v2024,HCUP 2021
FAGECAT3,1,-0.128901379748,0.043859760312,8.637391880435,0.003293325645,"Female,Age 30-34",v2024,HCUP 2021
FAGECAT4,1,-0.117956751181,0.043998202356,7.187464943286,0.007341462812,"Female,Age 35-39",v2024,HCUP 2021
FAGECAT5,1,-0.149069103153,0.044084386759,11.434196976471,0.000721046304,"Female,Age 40-44",v2024,HCUP 2021
FAGECAT6,1,-0.090797612006,0.044206240998,4.218729495068,0.039980086104,"Female,Age 45-49",v2024,HCUP 2021
FAGECAT7,1,-0.032837693839,0.044009650632,0.556736194957,0.455578276432,"Female,Age 50-54",v2024,HCUP 2021
FAGECAT8,1,-0.062122062509,0.044038977046,1.989836017351,0.158358026236,"Female,Age 55-59",v2024,HCUP 2021
FAGECAT9,1,-0.036489418788,0.044462971588,0.673498949715,0.411834367238,"Female,Age 60-64",v2024,HCUP 2021
FAGECAT10,1,0.037203292386,0.045338707904,0.673324585770,0.411894900893,"Female,Age 65-69",v2024,HCUP 2021
FAGECAT11,1,0.114051362875,0.046738211869,5.954657307418,0.014678455891,"Female,Age 70-74",v2024,HCUP 2021
FAGECAT12,1,0.111942261551,0.049317278268,5.152167241723,0.023217377987,"Female,Age 75-79",v2024,HCUP 2021
FAGECAT13,1,0.090703771662,0.053789988507,2.843464363642,0.091746212705,"Female,Age 80-84",v2024,HCUP 2021
