VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-8.883284872122,0.025676585453,119694.07142360,0.000000000000,Intercept,v2024,HCUP 2021
FEMALE,1,0.752692222093,0.031251079194,580.10260770462,0.000000000000,Female,v2024,HCUP 2021
AGECAT1,1,-0.132433585805,0.034811463962,14.472771372030,0.000142200251,Age 18-24,v2024,HCUP 2021
AGECAT2,1,-0.105902375361,0.037216462646,8.097318438472,0.004433079607,Age 25-29,v2024,HCUP 2021
AGECAT3,1,-0.015231972522,0.036129902765,0.177737353648,0.673324977169,Age 30-34,v2024,HCUP 2021
FAGECAT1,1,-0.250450021473,0.043332238980,33.405646973236,0.000000007481,"Female,Age 18-24",v2024,HCUP 2021
FAGECAT2,1,-0.162909225069,0.046025014552,12.528627200861,0.000400764148,"Female,Age 25-29",v2024,HCUP 2021
FAGECAT3,1,-0.105707907784,0.044368723737,5.676244334727,0.017196138843,"Female,Age 30-34",v2024,HCUP 2021
