VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-6.482882299381,0.017559972853,136297.72071581,0.000000000000,Intercept,v2024,HCUP 2021
FEMALE,1,0.692636849490,0.019899217500,1211.5439919842,0.000000000000,Female,v2024,HCUP 2021
AGECAT1,1,-3.857059075071,0.048838168568,6237.2599163533,0.000000000000,Age 18-24,v2024,HCUP 2021
AGECAT2,1,-2.719006849929,0.034729075450,6129.6285838798,0.000000000000,Age 25-29,v2024,HCUP 2021
AGECAT3,1,-1.996836542600,0.027081917683,5436.5852704963,0.000000000000,Age 30-34,v2024,HCUP 2021
AGECAT4,1,-1.508875503980,0.024058001232,3933.5776744418,0.000000000000,Age 35-39,v2024,HCUP 2021
AGECAT5,1,-1.157039981134,0.022602635635,2620.4662106456,0.000000000000,Age 40-44,v2024,HCUP 2021
AGECAT6,1,-0.899160283336,0.021824267611,1697.4417284015,0.000000000000,Age 45-49,v2024,HCUP 2021
AGECAT7,1,-0.806090291959,0.021289250653,1433.6615278489,0.000000000000,Age 50-54,v2024,HCUP 2021
AGECAT8,1,-0.710059395953,0.020917662452,1152.2933519914,0.000000000000,Age 55-59,v2024,HCUP 2021
AGECAT9,1,-0.723498991219,0.021052874248,1181.0086190305,0.000000000000,Age 60-64,v2024,HCUP 2021
AGECAT10,1,-0.754286000438,0.021745424143,1203.1958591681,0.000000000000,Age 65-69,v2024,HCUP 2021
AGECAT11,1,-0.718283059015,0.022438088564,1024.7537856323,0.000000000000,Age 70-74,v2024,HCUP 2021
AGECAT12,1,-0.515755878690,0.023710719670,473.15006255270,0.000000000000,Age 75-79,v2024,HCUP 2021
AGECAT13,1,-0.254126118562,0.025146791494,102.12532339656,0.000000000000,Age 80-84,v2024,HCUP 2021
FAGECAT1,1,-0.619766689152,0.066968934020,85.646513515979,0.000000000000,"Female,Age 18-24",v2024,HCUP 2021
FAGECAT2,1,-0.641187737181,0.046635667083,189.03143400108,0.000000000000,"Female,Age 25-29",v2024,HCUP 2021
FAGECAT3,1,-0.796513704621,0.036098121557,486.87480272061,0.000000000000,"Female,Age 30-34",v2024,HCUP 2021
FAGECAT4,1,-0.872308468349,0.031574931438,763.22984561373,0.000000000000,"Female,Age 35-39",v2024,HCUP 2021
FAGECAT5,1,-0.918163085955,0.029228283526,986.80884511275,0.000000000000,"Female,Age 40-44",v2024,HCUP 2021
FAGECAT6,1,-0.910411451808,0.027786728102,1073.4964214090,0.000000000000,"Female,Age 45-49",v2024,HCUP 2021
FAGECAT7,1,-0.948722272690,0.026968143191,1237.5880348755,0.000000000000,"Female,Age 50-54",v2024,HCUP 2021
FAGECAT8,1,-0.959148627749,0.026248596583,1335.2409501307,0.000000000000,"Female,Age 55-59",v2024,HCUP 2021
FAGECAT9,1,-0.805198172099,0.025958081338,962.18898925109,0.000000000000,"Female,Age 60-64",v2024,HCUP 2021
FAGECAT10,1,-0.564711978336,0.026300707710,461.01932449363,0.000000000000,"Female,Age 65-69",v2024,HCUP 2021
FAGECAT11,1,-0.355084162038,0.026693919661,176.94484117164,0.000000000000,"Female,Age 70-74",v2024,HCUP 2021
FAGECAT12,1,-0.196960615911,0.027872385060,49.935628564140,0.000000000002,"Female,Age 75-79",v2024,HCUP 2021
FAGECAT13,1,-0.059461720492,0.029122964392,4.168730154930,0.041176649976,"Female,Age 80-84",v2024,HCUP 2021
