VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-7.961251213577,0.021099596387,142368.64794568,0.000000000000,Intercept,v2024,HCUP 2021
FEMALE,1,0.017989313557,0.030046827276,0.358452771362,0.549366784791,Female,v2024,HCUP 2021
AGECAT2,1,-0.927600166703,0.036689085951,639.21631585933,0.000000000000,Age 5-9,v2024,HCUP 2021
AGECAT3,1,-0.104192620601,0.027279134693,14.588570628293,0.000133723142,Age 10-14,v2024,HCUP 2021
FAGECAT2,1,0.174652153869,0.050807796414,11.816454109881,0.000587095628,"Female,Age 5-9",v2024,HCUP 2021
FAGECAT3,1,0.015774145703,0.038800141555,0.165281816003,0.684339508338,"Female,Age 10-14",v2024,HCUP 2021
