VARIABLE,DF,Estimate,STDERR,WALDCHISQ,ProbChiSq,LABEL,SoftwareVersion,SrcData
Intercept,1,-6.581345922548,0.011363323438,335442.97422628,0.000000000000,Intercept,v2024,HCUP 2021
FEMALE,1,-0.450874558720,0.018464890909,596.23568909443,0.000000000000,Female,v2024,HCUP 2021
AGECAT2,1,-0.683228137704,0.016471502213,1720.5411723268,0.000000000000,Age 5-9,v2024,HCUP 2021
AGECAT3,1,-1.662295273853,0.022053613713,5681.4189261535,0.000000000000,Age 10-14,v2024,HCUP 2021
AGECAT4,1,-2.265490054215,0.034756432946,4248.6790282579,0.000000000000,Age 15-17,v2024,HCUP 2021
FAGECAT2,1,0.078536658441,0.026438442686,8.824154386064,0.002972691148,"Female,Age 5-9",v2024,HCUP 2021
FAGECAT3,1,0.231424858997,0.034140551575,45.949305221013,0.000000000012,"Female,Age 10-14",v2024,HCUP 2021
FAGECAT4,1,0.628574863594,0.048633078162,167.05154730306,0.000000000000,"Female,Age 15-17",v2024,HCUP 2021
